person_id,station_id,personnum,personname,workshop,phone,jndj,gz,deptid,deptname
154,154,PERS-0154,Zhao Min,Pressure Test Section,13800000154,MES_B,MES_BUY,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,Rear End Cap 154
155,155,PERS-0155,Chen Gong,Final Inspection Section,13800000155,MES_C,MES_ASSEMBLY,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,Seal Ring Assembly 155
156,156,PERS-0156,Liu Xiaofeng,Repair Processing Section,13800000156,MES_D,MES_SERVICE,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,Trunnion Bushing 156
157,157,PERS-0157,Zhou Qian,Machining Section 1,13800000157,MES_A,MES_MAKE,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,Spherical Bearing 157
158,158,PERS-0158,Huang Zhiqiang,Precision Grinding Section,13800000158,MES_B,MES_BUY,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,Throttle Connector 158
159,159,PERS-0159,Sun Wei,Hydraulic Assembly Section,13800000159,MES_C,MES_ASSEMBLY,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceab,Displacement Sensor Bracket 159
160,160,PERS-0160,Ma Rui,Pressure Test Section,13800000160,MES_D,MES_SERVICE,Locking Nut aviation manufacturing business record used for actuator quality traceability.,Locking Nut 160
161,161,PERS-0161,Zhang Jiancheng,Final Inspection Section,13800000161,MES_A,MES_MAKE,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,Piston Rod Assembly 161
162,162,PERS-0162,Li Hang,Repair Processing Section,13800000162,MES_B,MES_BUY,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceabili,Cylinder Barrel Assembly 162
163,163,PERS-0163,Wang Lijun,Machining Section 1,13800000163,MES_C,MES_ASSEMBLY,Front End Cap aviation manufacturing business record used for actuator quality traceability.,Front End Cap 163
164,164,PERS-0164,Zhao Min,Precision Grinding Section,13800000164,MES_D,MES_SERVICE,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,Rear End Cap 164
165,165,PERS-0165,Chen Gong,Hydraulic Assembly Section,13800000165,MES_A,MES_MAKE,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,Seal Ring Assembly 165
166,166,PERS-0166,Liu Xiaofeng,Pressure Test Section,13800000166,MES_B,MES_BUY,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,Trunnion Bushing 166
167,167,PERS-0167,Zhou Qian,Final Inspection Section,13800000167,MES_C,MES_ASSEMBLY,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,Spherical Bearing 167
168,168,PERS-0168,Huang Zhiqiang,Repair Processing Section,13800000168,MES_D,MES_SERVICE,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,Throttle Connector 168
169,169,PERS-0169,Sun Wei,Machining Section 1,13800000169,MES_A,MES_MAKE,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceab,Displacement Sensor Bracket 169
170,170,PERS-0170,Ma Rui,Precision Grinding Section,13800000170,MES_B,MES_BUY,Locking Nut aviation manufacturing business record used for actuator quality traceability.,Locking Nut 170
171,171,PERS-0171,Zhang Jiancheng,Hydraulic Assembly Section,13800000171,MES_C,MES_ASSEMBLY,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,Piston Rod Assembly 171
172,172,PERS-0172,Li Hang,Pressure Test Section,13800000172,MES_D,MES_SERVICE,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceabili,Cylinder Barrel Assembly 172
173,173,PERS-0173,Wang Lijun,Final Inspection Section,13800000173,MES_A,MES_MAKE,Front End Cap aviation manufacturing business record used for actuator quality traceability.,Front End Cap 173
174,174,PERS-0174,Zhao Min,Repair Processing Section,13800000174,MES_B,MES_BUY,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,Rear End Cap 174
175,175,PERS-0175,Chen Gong,Machining Section 1,13800000175,MES_C,MES_ASSEMBLY,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,Seal Ring Assembly 175
176,176,PERS-0176,Liu Xiaofeng,Precision Grinding Section,13800000176,MES_D,MES_SERVICE,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,Trunnion Bushing 176
177,177,PERS-0177,Zhou Qian,Hydraulic Assembly Section,13800000177,MES_A,MES_MAKE,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,Spherical Bearing 177
178,178,PERS-0178,Huang Zhiqiang,Pressure Test Section,13800000178,MES_B,MES_BUY,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,Throttle Connector 178
179,179,PERS-0179,Sun Wei,Final Inspection Section,13800000179,MES_C,MES_ASSEMBLY,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceab,Displacement Sensor Bracket 179
180,180,PERS-0180,Ma Rui,Repair Processing Section,13800000180,MES_D,MES_SERVICE,Locking Nut aviation manufacturing business record used for actuator quality traceability.,Locking Nut 180
181,181,PERS-0181,Zhang Jiancheng,Machining Section 1,13800000181,MES_A,MES_MAKE,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,Piston Rod Assembly 181
182,182,PERS-0182,Li Hang,Precision Grinding Section,13800000182,MES_B,MES_BUY,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceabili,Cylinder Barrel Assembly 182
183,183,PERS-0183,Wang Lijun,Hydraulic Assembly Section,13800000183,MES_C,MES_ASSEMBLY,Front End Cap aviation manufacturing business record used for actuator quality traceability.,Front End Cap 183
184,184,PERS-0184,Zhao Min,Pressure Test Section,13800000184,MES_D,MES_SERVICE,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,Rear End Cap 184
185,185,PERS-0185,Chen Gong,Final Inspection Section,13800000185,MES_A,MES_MAKE,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,Seal Ring Assembly 185
186,186,PERS-0186,Liu Xiaofeng,Repair Processing Section,13800000186,MES_B,MES_BUY,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,Trunnion Bushing 186
187,187,PERS-0187,Zhou Qian,Machining Section 1,13800000187,MES_C,MES_ASSEMBLY,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,Spherical Bearing 187
188,188,PERS-0188,Huang Zhiqiang,Precision Grinding Section,13800000188,MES_D,MES_SERVICE,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,Throttle Connector 188
189,189,PERS-0189,Sun Wei,Hydraulic Assembly Section,13800000189,MES_A,MES_MAKE,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceab,Displacement Sensor Bracket 189
190,190,PERS-0190,Ma Rui,Pressure Test Section,13800000190,MES_B,MES_BUY,Locking Nut aviation manufacturing business record used for actuator quality traceability.,Locking Nut 190
191,191,PERS-0191,Zhang Jiancheng,Final Inspection Section,13800000191,MES_C,MES_ASSEMBLY,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,Piston Rod Assembly 191
192,192,PERS-0192,Li Hang,Repair Processing Section,13800000192,MES_D,MES_SERVICE,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceabili,Cylinder Barrel Assembly 192
193,193,PERS-0193,Wang Lijun,Machining Section 1,13800000193,MES_A,MES_MAKE,Front End Cap aviation manufacturing business record used for actuator quality traceability.,Front End Cap 193
194,194,PERS-0194,Zhao Min,Precision Grinding Section,13800000194,MES_B,MES_BUY,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,Rear End Cap 194
195,195,PERS-0195,Chen Gong,Hydraulic Assembly Section,13800000195,MES_C,MES_ASSEMBLY,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,Seal Ring Assembly 195
196,196,PERS-0196,Liu Xiaofeng,Pressure Test Section,13800000196,MES_D,MES_SERVICE,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,Trunnion Bushing 196
197,197,PERS-0197,Zhou Qian,Final Inspection Section,13800000197,MES_A,MES_MAKE,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,Spherical Bearing 197
198,198,PERS-0198,Huang Zhiqiang,Repair Processing Section,13800000198,MES_B,MES_BUY,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,Throttle Connector 198
199,199,PERS-0199,Sun Wei,Machining Section 1,13800000199,MES_C,MES_ASSEMBLY,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceab,Displacement Sensor Bracket 199
200,200,PERS-0200,Ma Rui,Precision Grinding Section,13800000200,MES_D,MES_SERVICE,Locking Nut aviation manufacturing business record used for actuator quality traceability.,Locking Nut 200
